,date,no2,o3,pm2.5,pm10,AQI_PM25,AQI_PM10,AQI_NO2,AQI_O3,AQI_day_max
949,2017-08-07,66.37351308900524,1.2474213905144555e-05,21.6,29.7,71,88,64,0,88
950,2017-08-08,52.79275916230367,1.076377631234169e-05,26.1,36.5,80,103,49,0,103
951,2017-08-09,44.177246073298434,1.1090612717267886e-05,13.28737245740383,21.874,53,71,42,0,71
952,2017-08-10,69.88260209424085,1.5535572975805748e-05,26.4,40.4,81,113,67,0,113
953,2017-08-11,74.05154973821989,1.532857673159228e-05,30.5,44.1,90,122,72,0,122
954,2017-08-12,39.879382198952875,1.3694399074154947e-05,13.309325311786406,16.383,54,60,37,0,60
955,2017-08-13,61.14649214659686,1.9076288322124203e-05,15.1,27.366,57,83,58,0,83
956,2017-08-14,84.87494764397907,1.8313671499694298e-05,22.0,28.6,72,86,83,0,86
957,2017-08-15,67.9315497382199,1.671218010306577e-05,18.6,28.791,65,86,65,0,86
958,2017-08-16,76.20761780104712,1.4947268320377326e-05,21.7,32.7,71,94,74,0,94
959,2017-08-17,71.56104188481676,1.4467909861123243e-05,16.1,27.166,59,83,69,0,83
960,2017-08-18,70.23356020942408,1.2365269892567037e-05,20.2,43.3,68,120,68,0,120
961,2017-08-19,44.63735078534032,1.5110686522840424e-05,13.36054863867908,23.299,54,74,42,0,74
962,2017-08-20,64.38666492146598,1.5448416892305005e-05,15.8,26.349,59,81,62,0,81
963,2017-08-21,57.58878010471204,1.076377631234169e-05,18.8,31.7,65,92,54,0,92
964,2017-08-22,62.91974869109948,1.2332585815355052e-05,30.4,38.3,89,108,60,0,108
965,2017-08-23,63.934575916230365,1.2550476024106909e-05,51.7,58.489,141,152,61,0,152
966,2017-08-24,68.62119895287958,1.2201851690103941e-05,26.3,30.6,81,90,66,0,90
967,2017-08-25,87.34742931937173,1.96863809066294e-05,23.0,36.875,74,104,86,0,104
968,2017-08-26,61.37998429319372,2.1930648964975107e-05,23.5,49.948,75,136,58,0,136
969,2017-08-27,57.23356544502618,2.047078565813608e-05,42.1,57.881,117,152,54,0,152
970,2017-08-28,79.21780104712043,2.722538212944362e-05,46.3,53.27,127,145,78,0,145
971,2017-08-29,83.46360209424084,1.3422036859114334e-05,26.9,36.3,82,103,82,0,103
972,2017-08-30,47.381052356020945,1.0861826360380819e-05,22.7,28.008,73,84,44,0,84
973,2017-08-31,63.27461256544503,1.3966763472792384e-05,27.1,70.7,83,159,61,0,159
974,2017-09-01,43.773722513089005,1.5807935190846363e-05,19.9,33.8,67,96,41,0,96
975,2017-09-02,70.58627225130891,1.6287293650100447e-05,20.2,33.4,68,96,68,0,96
976,2017-09-03,63.111497382198955,1.7126170407895885e-05,19.9,24.6,67,77,61,0,77
977,2017-09-04,64.90534554973823,1.3356670888287187e-05,20.3,31.6,68,92,62,0,92
978,2017-09-05,75.78731937172776,1.160265307013713e-05,20.1,24.3,68,77,73,0,77
979,2017-09-06,63.2166387434555,1.432628177133374e-05,19.9,39.773,67,111,61,0,111
980,2017-09-07,75.7217329842932,1.249600401781815e-05,23.9,42.215,76,117,73,0,117
981,2017-09-08,79.34496858638744,1.2332585815355052e-05,19.6,35.0,67,99,78,0,99
982,2017-09-09,56.67158115183246,1.1951277404140101e-05,13.514218619357106,17.8,54,63,53,0,63
983,2017-09-10,52.31038219895288,1.418465368154424e-05,13.52153623748463,19.2,54,66,49,0,66
984,2017-09-11,72.9879109947644,1.298625644161062e-05,16.6,29.1,60,87,70,0,87
985,2017-09-12,81.43495287958116,1.3803345270329286e-05,17.4,26.6,62,81,80,0,81
986,2017-09-13,78.76120418848167,1.3923185431042012e-05,15.4,25.132,58,78,77,0,78
987,2017-09-14,48.27410471204189,1.3280408769324831e-05,13.550806709994731,15.4,54,58,45,0,58
988,2017-09-15,50.773371727748696,1.076377631234169e-05,14.2,18.7,55,65,47,0,65
989,2017-09-16,34.46538743455498,1.279015634553236e-05,16.8,20.6,61,69,32,0,69
990,2017-09-17,44.052837696335075,1.453327801554721e-05,14.6,15.8,56,59,42,0,59
991,2017-09-18,45.89198952879581,1.2768366232858764e-05,22.2,20.5,72,69,42,0,72
992,2017-09-19,85.77662827225132,1.1733387195388244e-05,25.6,35.0,79,99,84,0,99
993,2017-09-20,72.56385340314137,1.3072854364170198e-05,22.9,32.657,74,94,70,0,94
994,2017-09-21,84.21783769633508,1.5775251113634376e-05,22.9,32.0,74,93,83,0,93
995,2017-09-22,95.18642931937174,1.3225936763036073e-05,22.9,39.3,74,110,95,0,110
996,2017-09-23,68.64182722513088,1.5056214516551665e-05,30.2,37.8,89,106,66,0,106
997,2017-09-24,64.8426282722513,1.9719064983841383e-05,46.7,51.8,129,141,62,0,141
998,2017-09-25,69.81501047120419,1.076377631234169e-05,46.3,55.933,127,151,67,0,151
999,2017-09-26,73.29756544502618,1.3411142894575947e-05,53.9,64.7,146,156,71,0,156
1000,2017-09-27,89.03213089005236,1.700633024718316e-05,61.0,72.8,154,160,88,0,160
1001,2017-09-28,91.44153403141362,1.4783850117914227e-05,22.3,45.8,72,126,90,0,126
1002,2017-09-29,86.80296858638744,1.236163857105424e-05,28.2,38.3,85,108,85,0,108
1003,2017-09-30,64.32183246073298,1.463132806358634e-05,18.927118644067797,27.1,65,83,62,0,83
1004,2017-10-01,56.894879581151834,1.4424331819372871e-05,17.801694915254238,38.965,63,109,53,0,109
1005,2017-10-02,105.31431937172775,1.4827428159664599e-05,24.0,45.5,76,126,102,0,126
1006,2017-10-03,57.199785340314136,1.432628177133374e-05,20.7,28.1,69,85,54,0,85
1007,2017-10-04,83.9873664921466,1.3313092846536816e-05,19.3,62.7,66,155,82,0,155
1008,2017-10-05,57.032492146596866,1.3886870032317233e-05,13.704476690672756,21.674,54,71,54,0,71
1009,2017-10-06,66.5397382198953,1.34874050135383e-05,23.8,31.1,76,91,64,0,91
1010,2017-10-07,62.81749214659686,1.2681210149358021e-05,16.7,18.5,60,64,60,0,64
1011,2017-10-08,55.46786387434555,1.2713894226570006e-05,27.6,35.0,84,99,52,0,99
1012,2017-10-09,79.40126178010472,1.076377631234169e-05,24.5,41.6,77,116,78,0,116
1013,2017-10-10,70.11579581151832,1.0938088479343175e-05,21.3,41.1,70,115,68,0,115
1014,2017-10-11,85.0143664921466,1.2579528779806096e-05,19.0,31.0,66,91,84,0,91
1015,2017-10-12,96.87051308900524,1.1373868896846886e-05,22.8,78.1,74,163,96,0,163
1016,2017-10-13,62.22497382198953,1.1036138527382303e-05,22.8,36.2,74,103,60,0,103
1017,2017-10-14,53.801732984293196,1.0807354354092061e-05,24.8,36.9,78,104,50,0,104
1018,2017-10-15,60.83451308900524,1.7921469123940957e-05,38.5,54.0,108,147,57,0,147
1019,2017-10-16,73.31516753926702,1.672307406760416e-05,45.045,60.933,124,154,71,0,154
1020,2017-10-17,88.45870157068063,1.6574181151192243e-05,27.0,98.4,82,173,87,0,173
1021,2017-10-18,45.25849214659686,1.076377631234169e-05,48.5,101.4,133,175,42,0,175
1022,2017-10-19,68.16404188481675,1.4718484147087083e-05,42.6,58.4,118,152,66,0,152
1023,2017-10-20,81.38426701570681,1.4772956153375839e-05,22.6,38.5,73,108,80,0,108
1024,2017-10-21,44.01067539267016,1.6505183858852305e-05,18.9,33.8,65,96,42,0,96
1025,2017-10-22,52.83732460732985,1.5568254869420908e-05,16.5,21.0,60,70,49,0,70
1026,2017-10-23,66.90285340314136,1.224542973185431e-05,22.8,35.2,74,100,64,0,100
1027,2017-10-24,60.310314136125655,1.337845881736396e-05,23.3,30.7,75,90,57,0,90
1028,2017-10-25,77.40254450261781,1.503442440387807e-05,28.1,58.173,85,152,76,0,152
1029,2017-10-26,64.5669109947644,1.076377631234169e-05,34.2,47.2,97,130,62,0,130
1030,2017-10-27,69.50647120418849,1.0927194514804787e-05,39.3,76.3,110,162,67,0,162
1031,2017-10-28,54.030675392670155,1.076377631234169e-05,22.5,33.4,73,96,51,0,96
1032,2017-10-29,40.49362303664922,1.4783850117914227e-05,13.880099525733357,27.3,55,83,38,0,83
1033,2017-10-30,69.08442408376963,1.1482815093021223e-05,36.8,70.82,104,159,67,0,159
1034,2017-10-31,100.32343455497383,1.076377631234169e-05,31.1,48.7,91,134,100,0,134
1035,2017-11-01,100.43272251308902,1.076377631234169e-05,32.4,79.1,93,163,100,0,163
1036,2017-11-02,84.91885863874346,1.076377631234169e-05,50.967,67.0,139,157,83,0,157
1037,2017-11-03,89.70598952879581,1.076377631234169e-05,182.8,178.7,233,229,88,0,233
1038,2017-11-04,50.37868586387435,1.076377631234169e-05,56.2,53.4,151,145,47,0,151
1039,2017-11-05,42.10523036649215,1.2517791946894924e-05,68.3,72.8,158,160,40,0,160
1040,2017-11-06,73.9028167539267,1.076377631234169e-05,44.4,66.7,123,157,71,0,157
1041,2017-11-07,82.69788481675393,1.3759767228578915e-05,25.6,38.3,79,108,81,0,108
1042,2017-11-08,56.05911518324607,1.545931085684339e-05,25.1,37.5,78,106,53,0,106
1043,2017-11-09,68.14004188481675,1.076377631234169e-05,28.7,49.9,86,136,66,0,136
1044,2017-11-10,68.24729842931937,1.5012636474801292e-05,16.1,37.6,59,106,66,0,106
1045,2017-11-11,52.0345497382199,1.1228609485544589e-05,27.6,39.2,84,110,49,0,110
1046,2017-11-12,52.94876439790576,1.526320857716831e-05,24.5,35.4,77,100,49,0,100
1047,2017-11-13,59.009036649214664,1.076377631234169e-05,26.217054263565892,48.7,81,134,56,0,134
1048,2017-11-14,78.54249214659687,1.076377631234169e-05,31.947286821705433,51.6,93,141,77,0,141
1049,2017-11-15,92.13714136125655,1.076377631234169e-05,37.2,52.9,105,144,91,0,144
1050,2017-11-16,67.94267015706806,1.1613549218272337e-05,26.7,39.5,81,111,65,0,111
1051,2017-11-17,67.98643455497383,1.4173757533409031e-05,42.854,57.035,119,152,65,0,152
1052,2017-11-18,67.23738743455498,1.076377631234169e-05,19.5,38.9,67,109,65,0,109
1053,2017-11-19,65.10473821989528,1.076377631234169e-05,30.7,42.1,90,117,63,0,117
1054,2017-11-20,86.1580157068063,1.076377631234169e-05,21.4,42.5,70,118,85,0,118
1055,2017-11-21,81.32512565445028,1.2332585815355052e-05,28.5,44.0,85,122,80,0,122
1056,2017-11-22,71.98397905759163,1.7779841034151455e-05,22.3,41.1,72,115,69,0,115
1057,2017-11-23,119.81506806282722,1.7049908288933532e-05,23.1,41.4,74,115,104,0,115
1058,2017-11-24,63.46950261780105,1.076377631234169e-05,56.3,72.0,151,160,61,0,160
1059,2017-11-25,54.941643979057595,1.2615844178530877e-05,54.7,68.2,148,158,51,0,158
1060,2017-11-26,75.83992670157069,1.3062518560572976e-05,25.6,41.3,79,115,73,0,115
1061,2017-11-27,69.7423612565445,1.2746578303781989e-05,18.6,17.2,65,62,67,0,67
1062,2017-11-28,51.74092146596859,1.2387057821643812e-05,14.6,19.633,56,67,48,0,67
1063,2017-11-29,56.2761884816754,1.1907699362389728e-05,14.106945687686633,27.2,55,83,53,0,83
1064,2017-11-30,43.419842931937175,1.4021235479081143e-05,14.114263305814159,30.3,55,89,41,0,89
1065,2017-12-01,54.47403664921466,1.5481098785920165e-05,14.9,27.974,57,84,51,0,84
1066,2017-12-02,73.45251832460733,1.076377631234169e-05,43.1,50.8,120,138,71,0,138
1067,2017-12-03,45.20028272251309,1.076377631234169e-05,20.5,25.8,69,80,42,0,80
1068,2017-12-04,55.86604188481675,1.076377631234169e-05,15.0,44.2,57,122,52,0,122
1069,2017-12-05,76.44675392670156,1.2310797886278277e-05,16.838235294117645,37.5,61,106,74,0,106
1070,2017-12-06,110.45819895287958,1.4402543890296096e-05,18.8,33.2,65,95,103,0,103
1071,2017-12-07,63.13294240837697,1.4053919556293126e-05,16.8,35.6,61,101,61,0,101
1072,2017-12-08,67.47624607329843,1.4217335575159404e-05,15.924914675767917,23.9,59,76,65,0,76
1073,2017-12-09,78.56838743455498,1.3411142894575947e-05,30.4,55.8,89,151,77,0,151
1074,2017-12-10,65.61875916230366,1.2223641802777536e-05,21.7,34.9,71,99,63,0,99
1075,2017-12-11,51.377089005235604,1.1471918944886015e-05,19.586348122866895,24.4,67,77,48,0,77
1076,2017-12-12,96.72616753926702,1.076377631234169e-05,40.0,51.5,112,140,96,0,140
1077,2017-12-13,95.17194764397907,1.5949563280635865e-05,23.5,31.0,75,91,95,0,95
1078,2017-12-14,100.7699214659686,1.651607782339069e-05,25.4,47.6,79,131,100,0,131
1079,2017-12-15,53.64639267015707,1.1352080967770112e-05,14.9,27.2,57,83,50,0,83
1080,2017-12-16,51.4062827225131,1.076377631234169e-05,19.6,28.9,67,86,48,0,86
1081,2017-12-17,66.50565968586388,1.0916300550266398e-05,22.3,33.4,72,96,64,0,96
1082,2017-12-18,71.53023560209424,1.236163857105424e-05,44.8,58.4,124,152,69,0,152
1083,2017-12-19,85.34154973821991,1.076377631234169e-05,47.1,67.9,130,157,84,0,157
1084,2017-12-20,72.6959109947644,1.076377631234169e-05,36.1,46.7,102,129,70,0,129
1085,2017-12-21,95.12305759162304,1.076377631234169e-05,33.5,37.6,96,106,95,0,106
1086,2017-12-22,58.522968586387435,1.076377631234169e-05,26.2,41.0,80,115,55,0,115
1087,2017-12-23,53.85639267015707,1.2343479779893439e-05,15.6,28.1,58,85,50,0,85
1088,2017-12-24,52.18461780104712,1.4958162284915711e-05,16.2,21.1,59,70,49,0,70
1089,2017-12-25,30.552130890052357,1.545931085684339e-05,27.5,36.2,83,103,28,0,103
1090,2017-12-26,56.09166492146597,1.597861603633505e-05,14.30452137712981,26.1,56,80,53,0,80
1091,2017-12-27,42.25738743455497,1.5862407197135123e-05,20.0,15.8,68,59,40,0,68
1092,2017-12-28,79.68677486910995,1.076377631234169e-05,27.3,46.1,83,127,78,0,127
1093,2017-12-29,68.15307329842932,1.6494289894313915e-05,19.8,43.4,67,120,66,0,120
1094,2017-12-30,65.01703664921466,1.7322272687570967e-05,24.9,52.1,78,142,63,0,142
1095,2017-12-31,58.914549738219904,1.761642283168836e-05,15.0,29.2,57,87,55,0,87
1096,2018-01-01,65.38039267015706,1.646160581710193e-05,15.0,26.0,57,80,63,0,80
1097,2018-01-02,67.7753717277487,1.5136105773429995e-05,23.4,55.7,75,151,65,0,151
1098,2018-01-03,58.867811518324615,1.8923764084199495e-05,20.8,53.2,69,145,55,0,145
1099,2018-01-04,72.06197905759163,1.672307406760416e-05,18.8,42.215,65,117,70,0,117
1100,2018-01-05,78.11791623036649,1.5546466940344134e-05,24.5,41.1,77,115,77,0,115
1101,2018-01-06,51.64894240837696,1.1635337147349113e-05,27.1,36.4,83,103,48,0,103
1102,2018-01-07,26.040596858638747,1.2419741898855796e-05,14.39233279466011,49.7,56,136,25,0,136
1103,2018-01-08,52.93339267015707,1.076377631234169e-05,25.1,36.3,78,103,49,0,103
1104,2018-01-09,79.2818167539267,1.076377631234169e-05,36.1,53.9,102,146,78,0,146
1105,2018-01-10,88.12542931937173,1.2648526072146038e-05,32.9,51.8,95,141,87,0,141
1106,2018-01-11,49.47438219895288,1.076377631234169e-05,30.8,33.4,90,96,46,0,96
1107,2018-01-12,72.35932460732985,1.1776965237138615e-05,33.3,45.0,95,124,70,0,124
1108,2018-01-13,49.81606282722513,1.076377631234169e-05,31.9,40.1,92,112,46,0,112
1109,2018-01-14,67.87857591623036,1.076377631234169e-05,38.8,50.0,109,137,65,0,137
1110,2018-01-15,85.2536439790576,1.3836029347541271e-05,21.0,35.1,70,99,84,0,99
1111,2018-01-16,96.81778534031413,1.616745348938772e-05,15.5,27.892207792207792,58,84,96,0,96
1112,2018-01-17,93.30462303664922,1.7049908288933532e-05,14.465508975935359,32.657,56,94,93,0,94
1113,2018-01-18,72.94897905759163,1.809578129094244e-05,15.936363636363637,37.332,59,105,70,0,105
1114,2018-01-19,93.70716753926702,1.3574561097039043e-05,20.0,43.0,68,119,93,0,119
1115,2018-01-20,66.57393717277488,1.3171462573150494e-05,14.487461830317935,35.1,56,99,64,0,99
1116,2018-01-21,73.40753403141362,1.0992560485631933e-05,28.6,36.7,86,104,71,0,104
1117,2018-01-22,68.95932460732985,1.3901395318368416e-05,18.4,34.2,64,97,66,0,97
1118,2018-01-23,83.6588219895288,1.5829723119923136e-05,16.4,34.282,60,97,82,0,97
1119,2018-01-24,119.41721465968587,1.7540162896322822e-05,19.4,30.015,66,89,104,0,104
1120,2018-01-25,97.98880104712043,1.3999445366407544e-05,19.7,40.5,67,113,97,0,113
1121,2018-01-26,90.53786910994765,1.210380164206481e-05,37.7,39.3,106,110,89,0,110
1122,2018-01-27,61.85439790575917,1.3193252685824088e-05,28.0,44.6,84,123,58,0,123
1123,2018-01-28,55.3671832460733,1.566630710105686e-05,14.546002775338135,22.0,56,72,52,0,72
1124,2018-01-29,75.15765968586388,1.6363555769062803e-05,14.55332039346566,24.1,56,76,73,0,76
1125,2018-01-30,92.16827748691101,1.2267219844527905e-05,28.4,62.5,85,155,91,0,155
1126,2018-01-31,111.80689528795813,1.6004035286924622e-05,21.3,41.7,70,116,103,0,116
1127,2018-02-01,74.56825654450262,1.4380753777622498e-05,14.575273247848235,26.7,56,81,72,0,81
1128,2018-02-02,49.324848167539265,1.343293082365272e-05,19.4,32.7,66,94,46,0,94
1129,2018-02-03,79.49015706806283,1.076377631234169e-05,21.7,31.0,71,91,78,0,91
1130,2018-02-04,27.694350785340315,1.2485110053279762e-05,17.3,20.249,62,68,25,0,68
1131,2018-02-05,43.793078534031416,1.2267219844527905e-05,16.3,44.248,60,122,41,0,122
1132,2018-02-06,72.13907329842932,1.270300026203162e-05,30.4,43.64,89,121,70,0,121
1133,2018-02-07,87.5088272251309,1.2376163857105425e-05,30.2,45.473,89,125,86,0,125
1134,2018-02-08,94.61778534031413,1.4947268320377326e-05,25.5,51.9,79,141,94,0,141
1135,2018-02-09,59.75347643979058,1.5197842606341165e-05,14.633814192868435,28.382,56,85,56,0,85
1136,2018-02-10,74.56701570680629,1.368350510961656e-05,14.64113181099596,44.4,56,123,72,0,123
1137,2018-02-11,51.336277486910994,1.75619508253996e-05,14.648449429123486,18.008,56,63,48,0,63
1138,2018-02-12,95.68757068062828,1.5677201065595247e-05,17.9,41.7,63,116,95,0,116
1139,2018-02-13,76.26656544502617,1.615655952484933e-05,16.0,27.1,59,83,74,0,83
1140,2018-02-14,81.0900104712042,1.4816534195126214e-05,20.2,37.4,68,105,80,0,105
1141,2018-02-15,101.57847643979058,1.6134769412175734e-05,20.5,44.7,69,124,101,0,124
1142,2018-02-16,103.08583246073299,1.2953572364398638e-05,24.2,53.4,76,145,101,0,145
1143,2018-02-17,91.29831413612567,1.4162863568870643e-05,27.1,52.8,83,143,90,0,143
1144,2018-02-18,76.91596858638744,1.503442440387807e-05,26.7,43.0,81,119,74,0,119
1145,2018-02-19,79.10868586387434,1.076377631234169e-05,25.8,146.377,80,198,78,0,198
1146,2018-02-20,47.45300523560209,1.547020482138178e-05,25.1,40.3,78,113,44,0,113
1147,2018-02-21,56.2397277486911,1.240521661280461e-05,48.8,65.006,134,156,53,0,156
1148,2018-02-22,78.67828795811519,1.3890501353830029e-05,38.2,106.712,108,177,77,0,177
1149,2018-02-23,70.08262827225131,1.3345774740151978e-05,27.9,65.814,84,156,68,0,156
1150,2018-02-24,60.52478534031414,1.4315387806795355e-05,54.1,64.3,147,155,57,0,155
1151,2018-02-25,51.56169633507854,1.528499868984191e-05,24.7,38.148,77,107,48,0,107
1152,2018-02-26,48.79349214659686,1.5688095030133637e-05,14.758213701036361,54.423,56,148,45,0,148
1153,2018-02-27,92.19012041884818,1.4961793606428511e-05,26.0,35.305,80,100,91,0,100
1154,2018-02-28,77.95854450261781,1.5350364660669052e-05,31.9,56.456,92,151,76,0,151
1155,2018-03-01,52.66917277486911,1.228900777360468e-05,37.488,51.5,106,140,49,0,140
1156,2018-03-02,61.616973821989525,1.2550476024106909e-05,65.8,70.0,156,158,58,0,158
1157,2018-03-03,47.06632984293194,1.076377631234169e-05,83.8,97.7,166,173,44,0,173
1158,2018-03-04,56.46564397905759,1.555736090488252e-05,56.8,64.9,152,156,53,0,156
1159,2018-03-05,69.294277486911,1.611298148309896e-05,17.1,53.2,62,145,67,0,145
1160,2018-03-06,114.83515183246074,1.5938669316097475e-05,26.5,44.4,81,123,103,0,123
1161,2018-03-07,99.64959162303666,1.5698988994672024e-05,25.8,38.1,80,107,99,0,107
1162,2018-03-08,102.13276963350785,1.7311376539435757e-05,14.831389882311612,41.3,57,115,101,0,115
1163,2018-03-09,70.76859162303666,1.2626738143069263e-05,24.5,37.8,77,106,68,0,106
1164,2018-03-10,70.7242670157068,1.4642222028124728e-05,36.0,65.614,102,156,68,0,156
1165,2018-03-11,58.106178010471204,1.4555065944623984e-05,24.4,82.297,77,165,55,0,165
1166,2018-03-12,48.45845026178011,1.076377631234169e-05,18.0,27.366,63,83,45,0,83
1167,2018-03-13,82.1830890052356,1.2811944274609137e-05,23.7,36.8,75,104,81,0,104
1168,2018-03-14,81.92352356020943,1.7594634902611582e-05,16.0,28.0,59,84,80,0,84
1169,2018-03-15,94.63503141361258,1.735495458118613e-05,26.3,31.2,81,91,94,0,94
1170,2018-03-16,88.76271727748691,1.8705873875447636e-05,21.7,47.306,71,130,87,0,130
1171,2018-03-17,41.08334031413612,1.4522381867412e-05,22.6,44.248,73,122,39,0,122
1172,2018-03-18,26.7204554973822,1.4043023408157917e-05,23.2,39.4,74,110,25,0,110
1173,2018-03-19,31.85221989528796,1.9359544501703205e-05,17.8,41.8,63,116,29,0,116
1174,2018-03-20,55.098984293193716,1.9414018691588785e-05,14.919201299841912,56.864,57,152,52,0,152
1175,2018-03-21,83.19951832460734,1.7420322735610097e-05,31.1,52.3,91,142,82,0,142
1176,2018-03-22,67.04279057591623,1.89346602323347e-05,17.148387096774194,41.198,62,115,65,0,115
1177,2018-03-23,77.1580104712042,2.017663333042187e-05,19.794,51.5,67,140,76,0,140
1178,2018-03-24,63.53153926701571,1.2913625644161061e-05,37.5,51.781,106,141,61,0,141
1179,2018-03-25,55.52104188481676,1.6570549829679445e-05,41.165,50.3,115,137,52,0,137
1180,2018-03-26,82.2654607329843,1.9381334614376798e-05,27.2,33.1,83,95,81,0,95
1181,2018-03-27,83.69860209424084,1.881482007162198e-05,22.967,29.9,74,88,82,0,88
1182,2018-03-28,96.42562303664923,1.5982247357847845e-05,23.859,33.3,76,95,96,0,96
1183,2018-03-29,80.5794554973822,1.6940964276356016e-05,15.968,38.0,59,107,79,0,107
1184,2018-03-30,65.20843455497382,1.4457015896584856e-05,14.992377481117162,23.4,57,75,63,0,75
1185,2018-03-31,68.52020942408377,1.4729378111625471e-05,16.059,20.4,59,68,66,0,68
1186,2018-04-01,60.20068586387435,1.6570549829679445e-05,22.0,26.0,72,80,57,0,80
1187,2018-04-02,79.9888062827225,1.6025825399598218e-05,26.964,25.587936,82,79,78,0,82
1188,2018-04-03,98.49081675392671,1.9272388418202463e-05,16.675,35.6,60,101,98,0,101
1189,2018-04-04,76.35661256544502,1.9435806620665558e-05,15.975,42.5,59,118,74,0,118
1190,2018-04-05,88.11230366492147,1.8215621451655165e-05,15.3,28.6,58,86,87,0,87
1191,2018-04-06,82.09558115183246,1.8302777535155908e-05,28.6,42.623,86,118,81,0,118
1192,2018-04-07,77.54347643979057,1.799773124290331e-05,35.8,49.4,101,135,76,0,135
1193,2018-04-08,72.31971204188483,1.4653115992663117e-05,28.94,56.2,86,151,70,0,151
1194,2018-04-09,75.71868586387436,1.0981666521093545e-05,37.2,39.2,105,110,73,0,110
1195,2018-04-10,54.19570680628273,1.4511487902873616e-05,55.0,59.306,149,153,51,0,153
1196,2018-04-11,57.49508376963352,1.076377631234169e-05,67.0,74.364,157,161,54,0,161
1197,2018-04-12,39.913947643979064,1.2136485719276791e-05,58.0,62.764,152,155,37,0,155
1198,2018-04-13,92.12559685863874,1.22744824875535e-05,37.598,59.9,106,153,91,0,153
1199,2018-04-14,76.72674345549738,2.1919755000436717e-05,72.0,88.3,160,168,74,0,168
1200,2018-04-15,70.53459162303665,2.0296473491134596e-05,62.0,73.547,154,160,68,0,160
1201,2018-04-16,84.99895287958117,2.1276978338719537e-05,19.041,37.948,66,107,83,0,107
1202,2018-04-17,79.84924607329843,1.9806221067342126e-05,17.444,34.0,62,97,78,0,97
1203,2018-04-18,112.9219057591623,2.2954734037907244e-05,40.8,55.6,114,151,103,0,151
1204,2018-04-19,118.11232460732984,3.0297632981046377e-05,57.103,86.4,152,167,104,0,167
1205,2018-04-20,62.86005235602095,2.3193370600052406e-05,51.118,69.8,139,158,60,0,158
1206,2018-04-21,77.88878010471205,2.197422700672548e-05,65.1,71.7,156,159,76,0,159
1207,2018-04-22,72.90454450261781,2.567836055550703e-05,83.0,78.4,165,163,70,0,165
1208,2018-04-23,82.23695287958115,1.8747947418988556e-05,16.635,32.4,60,93,81,0,93
1209,2018-04-24,77.56715183246072,1.686470215739366e-05,20.218,35.1,68,99,76,0,99
1210,2018-04-25,85.0866439790576,1.802081622849157e-05,15.834,33.4,59,96,84,0,96
1211,2018-04-26,87.81704712041885,2.0141195737619007e-05,17.226,38.2,62,108,86,0,108
1212,2018-04-27,84.47510994764399,1.4097497598043498e-05,18.817,30.6,65,90,83,0,90
1213,2018-04-28,39.8471832460733,1.5588350510961656e-05,20.805,25.97,69,80,37,0,80
1214,2018-04-29,23.357727748691097,1.8531561708446154e-05,14.0,21.466,55,71,22,0,71
1215,2018-04-30,54.175633507853405,1.9305072495414445e-05,17.0,27.5,61,83,51,0,83
1216,2018-05-01,104.80702094240839,1.953097868809503e-05,19.106,40.7,66,114,102,0,114
1217,2018-05-02,82.2567329842932,1.8727663988121232e-05,16.616,26.4,60,81,81,0,81
1218,2018-05-03,110.29421989528795,1.9599224823128654e-05,20.892,39.6,69,111,103,0,111
1219,2018-05-04,105.17880628272252,1.888018604244912e-05,43.3,37.8,120,106,102,0,120
1220,2018-05-05,81.3645497382199,2.6146825050222728e-05,30.7,58.9,90,153,80,0,153
1221,2018-05-06,91.42226178010472,2.8870453751419335e-05,52.7,47.2,143,130,90,0,143
1222,2018-05-07,86.72871204188482,3.444844309546685e-05,62.0,61.1,154,154,85,0,154
1223,2018-05-08,118.22607329842933,3.073341339855009e-05,68.2,80.8,158,164,104,0,164
1224,2018-05-09,130.30742408376963,2.0841197921215827e-05,20.876,42.832,69,119,106,0,119
1225,2018-05-10,72.23280628272252,2.062330771246397e-05,19.781,33.1,67,95,70,0,95
1226,2018-05-11,82.47642931937173,2.0895672111101406e-05,19.082,36.2,66,103,81,0,103
1227,2018-05-12,80.53109947643979,1.640713381081317e-05,21.167,45.4,70,125,79,0,125
1228,2018-05-13,51.29050261780105,2.1135350248930038e-05,26.8,30.3,82,89,48,0,89
1229,2018-05-14,54.34367539267016,2.0862988033889423e-05,22.5,58.3,73,152,51,0,152
1230,2018-05-15,48.841382198952886,2.479590575596122e-05,18.0,48.5,63,133,45,0,133
1231,2018-05-16,41.15651308900524,2.2486269543191547e-05,19.8,37.332,67,105,39,0,105
1232,2018-05-17,65.82019371727749,1.845530177308062e-05,17.4,32.657,62,94,63,0,94
1233,2018-05-18,77.14940837696335,1.8128465368154422e-05,17.186,39.6,62,111,76,0,111
1234,2018-05-19,57.5980104712042,2.25625316621539e-05,28.043,46.145,84,127,54,0,127
1235,2018-05-20,65.62741884816754,2.285668398986811e-05,41.8,50.3,116,137,63,0,137
1236,2018-05-21,79.58365445026179,2.3011850379945846e-05,46.0,56.056,127,151,78,0,151
1237,2018-05-22,48.2225497382199,2.2780421870905755e-05,24.6,39.373,77,110,45,0,110
1238,2018-05-23,66.61837696335078,2.2805841121495326e-05,24.375034965034963,40.79,77,114,64,0,114
