date,no2,o3,pm2.5,pm10,AQI_PM25,AQI_PM10,AQI_NO2,AQI_O3,AQI_day_max,value
2019-03-01,73.52176963350786,0.028116990654205608,51.991,49.5,141,135,71,24,141,0.0
2019-03-02,51.67080628272251,0.03867834579439252,18.3,39.573,64,111,48,32,111,0.0
2019-03-03,46.403455497382204,0.04487993457943925,15.0,29.399,57,87,43,37,87,0.0
2019-03-04,64.90607329842932,0.04128177102803739,14.4,39.4,56,110,62,35,110,0.0
2019-03-05,66.17931413612565,0.03746115420560748,16.5,37.7,60,106,64,31,106,0.0
2019-03-06,57.381805199494494,0.03972748598130841,18.6,38.3,65,108,54,33,108,0.0
2019-03-07,70.4829057591623,0.03935445794392524,31.0,28.791,91,86,68,33,91,0.0
2019-03-08,69.95259685863876,0.03561274299065421,22.4,44.7,72,124,67,30,124,0.0
2019-03-09,57.44897905759162,0.04483330841121495,20.4,52.39,68,142,54,37,142,0.0
2019-03-10,52.309696335078534,0.040799943925233645,16.2,25.532,59,79,49,34,79,0.0
2019-03-11,59.29343455497383,0.041546,16.7,46.6,60,128,56,35,128,0.0
2019-03-12,58.52558638743455,0.041592626168224296,17.2,32.5,62,94,55,35,94,0.0
2019-03-13,48.869036649214664,0.03856177570093458,15.9,33.265,59,95,45,32,95,0.0
2019-03-14,58.02386910994765,0.043597654205607475,21.8,38.2,71,108,55,36,108,0.0
2019-03-15,52.003952879581156,0.035997205607476636,15.4,23.707,58,75,49,30,75,0.0
2019-03-16,54.348486910994765,0.045486107476635514,16.1,33.9,59,97,51,38,97,0.0
2019-03-17,59.412848167539266,0.040753313084112154,15.4,18.692832146136855,58,65,56,34,65,0.0
2019-03-18,51.50912041884817,0.037489317757009345,24.1,35.1,76,99,48,31,99,0.0
2019-03-19,63.842879581151834,0.027874056074766358,27.0,37.8,82,106,61,23,106,0.0
2019-03-20,60.087225130890054,0.03236018224299065,21.8,33.9,71,97,57,27,97,0.0
2019-03-21,59.99610994764398,0.029500658878504674,25.0,43.2,78,120,56,25,120,0.0
2019-03-22,65.14297905759163,0.02942258878504673,29.7,35.4,88,100,63,25,100,0.0
2019-03-23,53.82938743455498,0.03602051869158879,26.3,34.4,81,98,50,31,98,0.0
2019-03-24,40.44932460732985,0.041546,22.168,35.099,72,99,38,35,99,0.0
2019-03-25,47.471481675392674,0.03993731308411215,30.545,39.225,90,110,44,33,110,0.0
2019-03-26,66.10130890052356,0.0389581168224299,34.623,45.4,98,125,64,32,125,0.0
2019-03-27,53.65766492146597,0.036719948598130846,26.2,56.193,80,151,50,31,151,0.0
2019-03-28,87.45584816753927,0.03765251869158879,33.4,49.2,96,135,86,31,135,0.0
2019-03-29,88.00558115183247,0.04550942056074766,60.1,79.5,153,163,87,38,163,0.0
2019-03-30,57.65130366492147,0.04604564953271028,70.0,85.2,158,166,54,39,166,0.0
2019-03-31,37.77407853403141,0.04460016355140187,89.3,102.3,168,175,35,37,175,0.0
2019-04-01,57.59104188481676,0.04625547663551402,25.8,38.557,80,108,54,39,108,0.0
2019-04-02,86.99950785340314,0.03667331775700935,58.8,74.7,153,161,85,31,161,0.0
2019-04-03,62.75037696335078,0.03811880373831776,19.6,30.2,67,89,60,32,89,0.0
2019-04-04,56.46285340314136,0.041988967289719625,16.3,26.5,60,81,53,35,81,0.0
2019-04-05,60.09159162303665,0.04567262149532711,35.9,48.1,102,132,57,38,132,0.0
2019-04-06,31.215172774869114,0.037745775700934577,22.649,49.14,73,134,29,31,134,0.0
2019-04-07,27.63598952879581,0.03744269158878504,64.7,80.4,156,164,25,31,164,0.0
2019-04-08,42.090298429319375,0.03947102803738318,59.5,70.905,153,159,40,33,159,0.0
2019-04-09,37.64257591623036,0.04483330841121495,64.0,72.3,155,160,35,37,160,0.0
2019-04-10,34.91478534031414,0.041468285046728975,17.0,35.707,61,101,32,35,101,0.0
2019-04-11,45.948806282722515,0.04518302336448598,19.0,51.981,66,141,42,38,141,0.0
2019-04-12,49.03651308900524,0.041592626168224296,19.2,29.3,66,87,46,35,87,0.0
2019-04-13,46.54276963350786,0.045952392523364485,23.7,27.7,75,84,43,38,84,0.0
2019-04-14,50.72171727748691,0.04779421962616822,42.5,47.8,118,131,47,40,131,0.0
2019-04-15,54.19503664921466,0.043481079439252335,48.4,57.44,133,152,51,36,152,0.0
2019-04-16,51.09734554973822,0.04170919626168224,61.585,90.705,154,169,48,35,169,0.0
2019-04-17,58.91283769633508,0.044435831775700936,85.6,101.5,166,175,55,37,175,0.0
2019-04-18,56.95498429319372,0.05567443457943925,93.0,110.571,170,179,53,47,179,0.0
2019-04-19,82.80572251308901,0.06306505140186916,72.577,60.2,160,153,81,61,160,0.0
2019-04-20,70.1843612565445,0.0680309906542056,48.355,71.5,133,159,68,77,159,0.0
2019-04-21,55.157764397905765,0.07369635046728973,70.732,63.4,159,155,52,93,159,0.0
2019-04-22,73.25308900523561,0.07187784112149533,86.6,86.8,167,167,71,87,167,0.0
2019-04-23,63.49139267015707,0.04105639719626168,85.886,78.035,167,163,61,35,167,0.0
2019-04-24,67.92249738219896,0.04826050467289719,52.5,68.3,143,158,65,41,158,0.0
2019-04-25,59.356476439790576,0.04513639252336449,17.2,25.5,62,79,56,38,79,0.0
2019-04-26,55.638575916230366,0.04453022429906542,15.5,46.6,58,128,52,37,128,0.0
2019-04-27,41.07217277486911,0.04535399065420561,46.3,58.5,127,153,39,38,153,0.0
2019-04-28,30.054832460732985,0.03884154672897196,16.273,30.57,60,90,28,32,90,0.0
2019-04-29,48.68380104712042,0.037734383177570094,37.0,43.5,105,121,45,31,121,0.0
2019-04-30,57.76204188481676,0.03869539719626168,37.8,46.49,106,128,54,32,128,0.0
2019-05-01,61.0898219895288,0.046348733644859814,34.6,45.548,98,126,58,39,126,0.0
2019-05-02,41.15540837696335,0.03891148598130841,24.4,35.753,77,101,39,32,101,0.0
2019-05-03,63.509335078534036,0.033129551401869156,23.6,36.8,75,104,61,28,104,0.0
2019-05-04,20.6247277486911,0.035670808411214956,13.5,36.8,54,104,19,30,104,0.0
2019-05-05,57.02802617801047,0.03993731308411215,17.8,113.7,63,181,54,33,181,0.0
2019-05-06,54.891151832460736,0.04103308411214953,15.591,24.0,58,76,51,35,76,0.0
2019-05-07,65.56329319371729,0.0490298738317757,23.0,34.6,74,98,63,42,98,0.0
2019-05-08,52.045523560209425,0.038375261682242985,19.8,43.64,67,121,49,32,121,0.0
2019-05-09,48.9605445026178,0.03408515770328502,24.6,33.4,77,96,45,29,96,0.0
2019-05-10,65.12962827225131,0.04180245327102804,22.38125,32.11875,72,93,63,35,93,0.0
2019-05-11,43.96505759162304,0.0449032523364486,25.4,32.049,79,93,41,37,93,0.0
2019-05-12,47.230722513089006,0.04422713551401869,25.5,28.01875,79,84,44,37,84,0.0
2019-05-13,57.23169109947644,0.045952392523364485,16.4,41.8,60,116,54,38,116,0.0
2019-05-14,53.560795811518325,0.0464419906542056,17.009,28.5,61,85,50,39,85,0.0
2019-05-15,72.45440837696336,0.051687696261682244,28.9,46.3,86,127,70,43,127,0.0
2019-05-16,46.322026178010475,0.05040541588785047,24.6,37.6,77,106,43,42,106,0.0
2019-05-17,33.13893193717278,0.03661892056074766,23.9,32.249,76,93,31,31,93,0.0
2019-05-18,58.83623036649215,0.04564930841121496,27.7,56.428,84,151,55,38,151,0.0
2019-05-19,38.76534554973822,0.04226873831775701,54.095,37.4,147,105,36,36,147,0.0
2019-05-20,42.32887958115183,0.04005388785046729,35.6,41.7,101,116,40,34,116,0.0
2019-05-21,33.39356544502618,0.046908275700934574,27.55,40.6,83,114,31,39,114,0.0
2019-05-22,89.42677486910995,0.050778443925233646,23.827,46.9,76,129,88,42,129,0.0
2019-05-23,81.04624083769633,0.05693340654205607,19.6,31.4,67,91,80,47,91,0.0
2019-05-24,42.16349214659686,0.035927261682242986,19.0,29.7,66,88,40,30,88,0.0
2019-05-25,30.902963350785342,0.041639257009345794,16.4,19.4,60,66,28,35,66,0.0
2019-05-26,38.09213612565445,0.030844997157722324,17.1,21.874,62,71,36,25,71,0.0
2019-05-27,37.17829842931937,0.03270989719626168,15.1,23.4,57,75,35,27,75,0.0
2019-05-28,45.92048691099477,0.03881822897196262,15.7,22.282,58,72,42,32,72,0.0
2019-05-29,51.214261780104714,0.03623035046728972,20.4,28.0,68,84,48,31,84,0.0
2019-05-30,54.06069633507854,0.030005443925233646,21.3,28.4,70,85,51,25,85,0.0
2019-05-31,43.78792670157068,0.028839728971962617,19.6,24.7,67,77,41,24,77,0.0
2019-06-01,52.25092146596859,0.04532290654205608,20.4625,25.1,68,78,49,38,78,0.0
2019-06-02,35.17549592614394,0.0448099953271028,20.6,25.532,69,79,33,37,79,0.0
2019-06-03,38.59739747204065,0.038002233644859815,18.7,50.1,65,137,36,32,137,0.0
2019-06-04,42.01929901793736,0.030961327102803738,24.8,38.1,78,107,40,25,107,0.0
2019-06-05,45.44120056383407,0.03380566822429907,16.0,23.6,59,75,42,28,75,0.0
2019-06-06,48.86310210973079,0.03979742990654206,12.290487106301656,30.215,51,89,45,33,89,0.0
2019-06-07,52.59740837696335,0.04208222429906542,156.0,26.549,206,81,49,36,206,0.0
2019-06-08,59.30656544502619,0.03184727102803738,13.0,28.3,53,85,56,26,85,0.0
2019-06-09,49.9059109947644,0.0373261168224299,12.304817055918196,22.0,51,72,46,31,72,0.0
2019-06-10,35.53830890052356,0.030844757009345792,12.309593705790375,19.254843513439724,51,66,33,25,66,0.0
2019-06-11,37.086973821989524,0.037815719626168226,14.1,19.261455411878583,55,66,35,31,66,0.0
2019-06-12,60.449801047120424,0.030122014018691592,15.5,24.1,58,76,57,25,76,0.0
2019-06-13,61.78145026178011,0.038468518691588786,19.4,22.5,66,73,58,32,73,0.0
2019-06-14,81.59915183246073,0.037466004672897193,12.328700305279096,28.6,51,86,80,31,86,0.0
2019-06-15,49.41652356020943,0.03753594859813084,12.333476955151275,31.4,51,91,46,31,91,0.0
2019-06-16,38.15964921465969,0.03380566822429907,12.338253605023455,25.132,51,78,36,28,78,0.0
2019-06-17,77.16630366492147,0.04366759345794392,15.6,28.1,58,85,76,36,85,0.0
2019-06-18,80.79070157068062,0.029958813084112145,20.0,26.9,68,82,79,25,82,0.0
2019-06-19,76.10279581151832,0.03133435514018692,25.3,37.2,79,105,74,26,105,0.0
2019-06-20,68.39112565445026,0.033642467289719626,16.184146341463414,31.7,59,92,66,28,92,0.0
2019-06-21,56.49208376963351,0.03678989252336448,15.6,24.9,58,78,53,31,78,0.0
2019-06-22,58.35896858638744,0.041849084112149534,17.0,24.4,61,77,55,35,77,0.0
2019-06-23,43.22662599590257,0.05537135046728972,33.9,43.0,97,119,41,47,119,0.0
2019-06-24,73.77219371727749,0.04010051401869159,43.277,54.9,120,149,71,34,149,0.0
2019-06-25,33.58121989528796,0.03282646728971962,24.9,37.813,78,107,31,27,107,0.0
2019-06-26,35.00883246073299,0.03802554672897196,17.232,25.5,62,79,33,32,79,0.0
2019-06-27,56.83051308900524,0.03881822897196262,15.6,30.8,58,90,53,32,90,0.0
2019-06-28,49.503534031413615,0.03394555140186916,18.1,36.6,64,104,46,28,104,0.0
2019-06-29,76.89600000000002,0.06842733177570094,27.764,50.965,84,139,74,77,139,0.0
2019-06-30,39.25647643979058,0.04476336448598131,22.3,48.731,72,134,37,37,134,0.0
2019-07-01,28.24820942408377,0.032546696261682245,12.409903353106154,19.39369338065573,52,66,26,27,66,0.0
2019-07-02,25.782005235602096,0.03595057943925234,12.414680002978333,19.841,52,67,24,30,67,0.0
2019-07-03,49.14257591623036,0.04397068224299066,15.0,23.091,57,74,46,36,74,0.0
2019-07-04,55.44955497382199,0.04373753738317757,13.7,65.785,54,156,52,36,156,0.0
2019-07-05,64.3615445026178,0.05276015420560747,17.7,73.14,63,160,62,44,160,0.0
2019-07-06,37.1005497382199,0.0299355,12.433786602467054,36.152,52,102,35,25,102,0.0
2019-07-07,39.22194240837697,0.0357873785046729,12.438563252339232,26.7,52,81,37,30,81,0.0
2019-07-08,56.782795811518326,0.042758341121495326,12.443339902211413,25.0,52,78,53,36,78,0.0
2019-07-09,58.82634554973823,0.04331788317757009,19.4,32.3,66,93,55,36,93,0.0
2019-07-10,83.49564921465968,0.048750102803738316,26.2,36.3,80,103,82,41,103,0.0
2019-07-11,52.423984293193726,0.03935445794392524,17.0,53.195,61,144,49,33,144,0.0
2019-07-12,18.961392670157068,0.03527446261682243,13.5,52.293,54,142,17,30,142,0.0
2019-07-13,23.524424083769635,0.03291972429906542,14.9,24.068,57,76,22,27,76,0.0
2019-07-14,26.534036649214663,0.030355158878504675,14.4,22.074,56,72,25,25,72,0.0
2019-07-15,33.807178010471205,0.033852294392523366,12.476776451316672,76.6,52,162,31,28,162,0.0
2019-07-16,78.25086387434555,0.05551123364485981,17.1,31.9,62,92,77,47,92,0.0
2019-07-17,63.397125654450264,0.05457866355140187,16.8,32.9,61,95,61,46,95,0.0
2019-07-18,75.08623560209425,0.03294303738317757,32.123,38.875,93,109,73,27,109,0.0
2019-07-19,67.21035602094241,0.023034481308411216,12.6,24.3,52,77,65,19,77,0.0
2019-07-20,59.682570680628274,0.03226692523364486,41.0,32.4,115,93,56,27,115,0.0
2019-07-21,44.874675392670156,0.029818929906542058,13.0,26.3,53,81,42,25,81,0.0
2019-07-22,57.87868062827226,0.02958578504672897,14.4,30.6,56,90,54,25,90,0.0
2019-07-23,83.93804712041886,0.07036241588785047,25.0,38.5,78,108,82,84,108,0.0
2019-07-24,101.01540314136126,0.05870528971962617,25.1,44.6,78,123,101,49,123,0.0
2019-07-25,103.59390575916231,0.08148331308411215,36.8,54.631,104,148,101,114,148,0.0
2019-07-26,51.33186910994765,0.03305961214953271,25.9,40.7,80,114,48,28,114,0.0
2019-07-27,35.474089005235605,0.03107789719626168,14.0,24.2,55,76,33,26,76,0.0
2019-07-28,44.32005759162303,0.03173069626168224,15.0,23.2,57,74,42,26,74,0.0
2019-07-29,51.729968586387436,0.04362096728971963,13.5,26.7,54,81,48,36,81,0.0
2019-07-30,46.386979057591624,0.03135766822429907,14.0,25.132,55,78,43,26,78,0.0
2019-07-31,62.29776963350786,0.032733210280373834,12.55320284927155,23.775229357798164,52,75,60,27,75,0.0
2019-08-01,41.257890052356025,0.04280496728971963,14.0,25.82293577981651,55,80,39,36,80,0.0
2019-08-02,40.11214136125654,0.04210554205607477,18.0,28.7,63,86,38,36,86,0.0
2019-08-03,55.17139267015707,0.044017308411214956,14.8,35.8,57,101,52,37,101,0.0
2019-08-04,55.32301570680629,0.051944154205607475,17.0,29.8,61,88,52,43,88,0.0
2019-08-05,69.91063874345551,0.03585732242990654,13.0,29.8,53,88,67,30,88,0.0
2019-08-06,52.98976439790576,0.03263995327102804,16.0,38.6,59,109,49,27,109,0.0
2019-08-07,53.531696335078536,0.031217785046728973,14.7,33.3,56,95,50,26,95,0.0
2019-08-08,80.74447120418849,0.03326943925233645,13.9,30.0,55,89,79,28,89,0.0
2019-08-09,45.698581151832464,0.032593327102803736,15.0,36.0,57,102,42,27,102,0.0
2019-08-10,33.898722513089005,0.03352589719626168,15.0,38.0,57,107,31,28,107,0.0
2019-08-11,38.16314659685864,0.035134579439252335,12.60574599786553,33.3,52,95,36,30,95,0.0
2019-08-12,43.25116230366492,0.028606588785046728,18.2,37.6,64,106,41,24,106,0.0
2019-08-13,44.25799476439791,0.03902806074766355,12.615299297609889,23.3,52,75,42,33,75,0.0
2019-08-14,48.75424083769634,0.024829677570093456,12.62007594748207,22.891,52,74,45,20,74,0.0
2019-08-15,38.41761780104712,0.0340154953271028,12.624852597354248,33.265,52,95,36,29,95,0.0
2019-08-16,46.59642931937173,0.023850481308411216,13.5,32.249,54,93,43,19,93,0.0
2019-08-17,37.10882722513089,0.029958813084112145,13.7,39.982,54,112,35,25,112,0.0
2019-08-18,43.6834554973822,0.032546696261682245,12.639182546970789,32.657,52,94,41,27,94,0.0
2019-08-19,45.65594764397906,0.032756523364485986,12.643959196842967,34.082,52,97,42,27,97,0.0
2019-08-20,54.57413089005236,0.041872397196261686,15.9,35.0,59,99,51,35,99,0.0
2019-08-21,53.08815183246074,0.04096314018691589,13.6,31.64,54,92,50,34,92,0.0
2019-08-22,86.77912041884817,0.03902806074766355,14.8,30.3,57,89,85,33,89,0.0
2019-08-23,52.95537696335079,0.04557936448598131,19.0,33.6,66,96,49,38,96,0.0
2019-08-24,69.73078010471204,0.07232081308411215,47.0,56.9,129,152,67,90,152,0.0
2019-08-25,78.30150785340315,0.06998938785046728,71.6,83.7,159,166,77,80,166,0.0
2019-08-26,78.1911780104712,0.07152812616822429,49.8,57.8,136,152,77,87,152,0.0
2019-08-27,62.31021989528796,0.07374298130841121,47.4,65.9,130,156,60,93,156,0.0
2019-08-28,54.81532072474852,0.03699971962616822,17.5,35.6,62,101,51,31,101,0.0
2019-08-29,51.16733484322608,0.03779240186915887,12.691725695564767,24.116,52,76,48,31,76,0.0
2019-08-30,58.9746387434555,0.038002233644859815,12.696502345436947,24.516,52,77,55,32,77,0.0
2019-08-31,48.75413089005236,0.03811880373831776,13.7,37.1,54,105,45,32,105,0.0
2019-09-01,28.27860209424084,0.03350257943925234,12.706055645181307,20.658,52,69,26,28,69,0.0
2019-09-02,55.07846596858639,0.0365101214953271,12.710832295053487,31.7,52,92,52,31,92,0.0
2019-09-03,59.14590575916231,0.03464498130841121,12.715608944925666,26.149,52,80,56,29,80,0.0
2019-09-04,51.47210471204188,0.02904956074766355,12.720385594797847,28.3,52,85,48,25,85,0.0
2019-09-05,50.29675916230367,0.033432640186915885,14.0,34.833,55,99,47,28,99,0.0
2019-09-06,57.898795811518326,0.02429345327102804,16.0,26.0,59,80,54,20,80,0.0
2019-09-07,30.520089005235604,0.030052070093457943,12.734715544414387,31.84,52,92,28,25,92,0.0
2019-09-08,65.76149738219895,0.03695308878504673,17.5,19.849914372936883,62,67,63,31,67,0.0
2019-09-09,55.148853403141366,0.030588299065420564,17.5,27.2,62,83,52,25,83,0.0
2019-09-10,40.72824083769634,0.029865556074766354,26.0,87.8,80,168,38,25,168,0.0
2019-09-11,46.339753926701576,0.023803850467289722,14.6,40.173,56,112,43,19,112,0.0
2019-09-12,63.52129842931938,0.025156079439252337,14.0,27.574,55,83,61,21,83,0.0
2019-09-13,41.7387277486911,0.0340154953271028,17.0,32.8,61,94,39,29,94,0.0
2019-09-14,59.14030366492147,0.03117115420560748,27.0,32.8,82,94,56,26,94,0.0
2019-09-15,38.03006282722514,0.0349713785046729,16.9,27.5,61,83,36,29,83,0.0
2019-09-16,35.299340314136124,0.023034481308411216,19.0,29.4,66,87,33,19,87,0.0
2019-09-17,39.383356020942415,0.029655728971962617,15.0,32.657,57,94,37,25,94,0.0
2019-09-18,47.705560209424085,0.03462166355140187,13.0,37.54,53,106,44,29,106,0.0
2019-09-19,70.87332460732985,0.035577551401869155,63.0,62.356,155,155,68,30,155,0.0
2019-09-20,77.3474554973822,0.038328630841121494,20.0,44.833,68,124,76,32,124,0.0
2019-09-21,54.013848167539265,0.04504313551401869,25.0,41.607,78,116,51,38,116,0.0
2019-09-22,47.69888481675393,0.03357252336448598,24.9,38.348,78,108,44,28,108,0.0
2019-09-23,55.480151832460734,0.028629901869158876,16.0,24.4,59,77,52,24,77,0.0
2019-09-24,66.10306282722513,0.028350130841121497,15.9,40.59,59,113,64,24,113,0.0
2019-09-25,58.91677486910995,0.025715621495327103,12.820695242113624,24.116,52,76,55,21,76,0.0
2019-09-26,62.33938219895288,0.027860532710280377,40.0,39.8,112,111,60,23,112,0.0
2019-09-27,55.091099476439794,0.02823356074766355,17.7,35.707,63,101,52,24,101,0.0
2019-09-28,41.8476387434555,0.03110121495327103,16.0,25.332,59,79,39,26,79,0.0
2019-09-29,38.94896335078534,0.031147841121495327,12.839801841602345,19.988764240152886,52,67,36,26,67,0.0
2019-09-30,58.99980628272251,0.02492293457943925,15.4,25.8,58,80,55,20,80,0.0
2019-10-01,71.83906282722513,0.030891383177570095,18.0,26.149,63,80,69,25,80,0.0
2019-10-02,36.069099476439796,0.02651607476635514,14.0,21.5,55,71,34,22,71,0.0
2019-10-03,71.99112041884817,0.03007538785046729,26.0,37.3,80,105,69,25,105,0.0
2019-10-04,59.54207853403142,0.026111962616822432,20.873,64.189,69,155,56,22,155,0.0
2019-10-05,40.71494764397906,0.02396705140186916,31.0,30.6,91,90,38,19,91,0.0
2019-10-06,25.364089005235606,0.031054584112149536,32.0,32.6,93,94,24,26,94,0.0
2019-10-07,59.78103664921466,0.026881331775700932,14.2,34.082,55,97,56,22,97,0.0
2019-10-08,62.730916230366496,0.027184420560747664,17.0,62.564,61,155,60,23,155,0.0
2019-10-09,59.87928272251309,0.028047046728971962,12.887568340324142,33.674,52,96,56,24,96,0.0
2019-10-10,62.0780942408377,0.027720644859813084,21.0,34.69,70,98,60,23,98,0.0
2019-10-11,50.75427748691099,0.029624644859813084,13.7,22.691,54,73,47,25,73,0.0
2019-10-12,69.19241884816755,0.030619383177570094,13.8,20.074718919858032,55,68,67,25,68,0.0
2019-10-13,47.10043979057592,0.03606714953271028,13.7,21.0,54,70,44,31,70,0.0
2019-10-14,46.10643455497382,0.023034481308411216,21.0,35.4,70,100,43,19,100,0.0
2019-10-15,78.70580628272252,0.025552420560747666,16.5,25.1,60,78,77,21,78,0.0
2019-10-16,54.511738219895285,0.029445901869158877,90.981,103.343,169,176,51,25,176,0.0
2019-10-17,61.45713612565445,0.030145327102803737,16.4,30.624,60,90,58,25,90,0.0
2019-10-18,56.8645445026178,0.03527446261682243,13.8,26.8,55,82,53,30,82,0.0
2019-10-19,50.706387434554976,0.030153098130841122,22.3,33.2,72,95,47,25,95,0.0
2019-10-20,34.02380628272252,0.030891383177570095,17.0,21.0,61,70,32,25,70,0.0
2019-10-21,28.22275392670157,0.03462943457943925,13.0,33.874,53,97,26,29,97,0.0
2019-10-22,55.11458115183246,0.02690464953271028,24.6,39.3,77,110,52,22,110,0.0
2019-10-23,46.339183246073304,0.023034481308411216,33.0,87.3,95,167,43,19,167,0.0
2019-10-24,57.46790052356021,0.023034481308411216,38.9,71.922,109,159,54,19,159,0.0
2019-10-25,47.988654450261784,0.03464498130841121,13.0,26.5,53,81,44,29,81,0.0
2019-10-26,44.57420418848168,0.03506463551401869,13.0,20.167285498002034,53,68,42,30,68,0.0
2019-10-27,47.16843455497383,0.02674144859813084,73.687,87.313,160,167,44,22,167,0.0
2019-10-28,37.71230366492147,0.023897107476635513,121.015,138.075,185,194,35,19,194,0.0
2019-10-29,44.24761256544503,0.029610967289719625,12.98310133776774,52.9,53,144,42,25,144,0.0
2019-10-30,55.87142931937173,0.030005443925233646,32.0,38.1,93,107,52,25,107,0.0
2019-10-31,47.11381151832461,0.023034481308411216,45.0,73.955,124,161,44,19,161,0.0
2019-11-01,59.70579581151833,0.027137789719626167,37.2,36.4,105,103,56,23,105,0.0
2019-11-02,41.45315183246074,0.03326943925233645,29.0,26.8,87,82,39,28,87,0.0
2019-11-03,47.85903141361256,0.024876308411214954,23.0,28.1,74,85,44,20,85,0.0
2019-11-04,56.68898429319372,0.023034481308411216,26.8,70.697,82,159,53,19,159,0.0
2019-11-05,31.62023560209424,0.0240715,33.3,25.9,95,80,29,20,95,0.0
2019-11-06,68.6559947643979,0.02319861214953271,41.4,58.0,115,152,66,19,152,0.0
2019-11-07,59.51505759162304,0.027837219626168225,19.5,33.265,67,95,56,23,95,0.0
2019-11-08,41.475612565445026,0.023034481308411216,29.6,46.2,88,127,39,19,127,0.0
2019-11-09,50.74949738219895,0.023034481308411216,23.1,47.098,74,129,47,19,129,0.0
2019-11-10,50.68929842931937,0.023034481308411216,38.0,62.972,107,155,47,19,155,0.0
2019-11-11,50.778078534031415,0.028855584112149533,24.1,29.807,76,88,47,24,88,0.0
2019-11-12,59.78702617801047,0.028909672897196263,14.5,27.774,56,84,56,24,84,0.0
2019-11-13,74.81764397905759,0.023034481308411216,16.6,31.0,60,91,72,19,91,0.0
2019-11-14,65.55241884816753,0.02956247196261682,21.0,47.306,70,130,63,25,130,0.0
2019-11-15,28.966429319371727,0.023034481308411216,21.0,34.282,70,97,26,19,97,0.0
2019-11-16,43.15539267015707,0.023034481308411216,31.0,39.165,91,110,41,19,110,0.0
2019-11-17,40.51439267015707,0.023034481308411216,40.0,48.735,112,134,38,19,134,0.0
2019-11-18,42.788570680628276,0.024952780373831775,21.6,42.215,71,117,40,20,117,0.0
2019-11-19,59.35342931937173,0.023034481308411216,45.2,56.418,125,151,56,19,151,0.0
2019-11-20,52.57875916230367,0.028513331775700933,27.5,37.7,83,106,49,24,106,0.0
2019-11-21,53.797691099476445,0.023034481308411216,36.2,77.9,103,163,50,19,163,0.0
2019-11-22,53.523497382198954,0.03336269626168224,24.0,30.015,76,89,50,28,89,0.0
2019-11-23,35.47832984293194,0.023034481308411216,24.0,40.998,76,114,33,19,114,0.0
2019-11-24,46.901225130890055,0.023034481308411216,45.8,42.5,126,118,43,19,126,0.0
2019-11-25,45.10275916230367,0.02543585046728972,13.8,27.774,55,84,42,21,84,0.0
2019-11-26,50.50553403141362,0.027300990654205607,14.9,57.681,57,152,47,23,152,0.0
2019-11-27,59.90834554973823,0.03308292523364486,24.1,29.2,76,87,56,28,87,0.0
2019-11-28,39.87097382198953,0.027244102803738318,22.123,32.249,72,93,37,23,93,0.0
2019-11-29,41.248136125654455,0.023252079439252338,26.2,39.982,80,112,39,19,112,0.0
2019-11-30,49.72869633507853,0.023034481308411216,29.0,42.153,87,117,46,19,117,0.0
2019-12-01,43.25603664921466,0.02807035981308411,20.0,20.405313841800897,68,68,41,24,68,0.0
2019-12-02,53.221905759162304,0.023034481308411216,33.2,52.0,95,142,50,19,142,0.0
2019-12-03,62.66616230366492,0.023034481308411216,62.6,86.5,155,167,60,19,167,0.0
2019-12-04,70.98756020942409,0.023034481308411216,61.9,80.6,154,164,68,19,164,0.0
2019-12-05,60.6633664921466,0.031614126168224295,61.1,187.9,154,238,57,26,238,0.0
2019-12-06,70.17904712041884,0.03154418224299065,21.6,33.4,71,96,68,26,96,0.0
2019-12-07,46.78680104712042,0.03371241121495327,13.169390682782756,24.0,53,76,43,28,76,0.0
2019-12-08,44.79349214659686,0.03525114953271028,21.0,40.59,70,113,42,30,113,0.0
2019-12-09,46.40679057591623,0.03301298130841122,19.4,36.315,66,103,43,28,103,0.0
2019-12-10,50.84885340314136,0.030995831775700936,26.0,37.4,80,105,47,25,105,0.0
2019-12-11,69.8951937172775,0.02947667757009346,33.5,45.1,96,125,67,25,125,0.0
2019-12-12,61.6542722513089,0.030495042056074763,60.8,90.1,154,169,58,25,169,0.0
2019-12-13,61.0089109947644,0.03376556542056074,16.4,34.69,60,98,58,28,98,0.0
2019-12-14,54.44279581151833,0.03802088317757009,17.9,40.59,63,113,51,32,113,0.0
2019-12-15,48.74220418848168,0.0380712429906542,13.207603881760196,23.091,53,74,45,32,74,0.0
2019-12-16,57.186565445026176,0.034505093457943926,19.0,39.373,66,110,54,29,110,0.0
2019-12-17,69.06867015706806,0.028000415887850467,23.4,30.015,75,89,67,24,89,0.0
2019-12-18,58.99812565445026,0.025832191588785046,24.0,26.6,76,81,55,21,81,0.0
2019-12-19,45.60904712041885,0.03506463551401869,21.2,27.774,70,84,42,30,84,0.0
2019-12-20,58.54785340314137,0.029655728971962617,14.0,21.0,55,70,55,25,70,0.0
2019-12-21,47.43966492146597,0.03704634579439252,13.5,36.724,54,104,44,31,104,0.0
2019-12-22,54.13944502617801,0.03615760747663551,16.3,31.032,60,91,51,31,91,0.0
2019-12-23,48.829596858638745,0.026889102803738317,16.3,32.857,60,95,45,22,95,0.0
2019-12-24,39.95183246073299,0.03133435514018692,16.0,51.173,59,139,37,26,139,0.0
