date,no2,o3,pm2.5,pm10,AQI_PM25,AQI_PM10,AQI_NO2,AQI_O3,AQI_day_max,value
2016-07-17,76.46245026178012,0.024992878504672897,15.097,18.7,57,65,74,20,74,0.0
2016-07-18,135.50313089005235,0.054601981308411214,18.603,29.0,65,87,107,46,107,0.0
2016-07-19,104.46530366492146,0.06294848130841123,42.2,43.1,117,120,102,58,120,0.0
2016-07-20,124.38884816753927,0.059311457943925235,40.1,48.67,112,133,105,50,133,0.0
2016-07-21,52.63805759162304,0.03504132242990654,20.5,23.643,69,75,49,30,75,0.0
2016-07-22,76.4391727748691,0.031474242990654204,65.4,69.3,156,158,74,26,158,0.0
2016-07-23,88.21281151832461,0.0515245,25.5,34.1,79,97,87,43,97,0.0
2016-07-24,70.22680104712043,0.034948065420560746,16.054,62.498,59,155,68,29,155,0.0
2016-07-25,86.63525130890054,0.030355158878504675,16.833,35.9,61,102,85,25,102,0.0
2016-07-26,95.14612565445026,0.025762247663551403,23.547,30.4,75,89,95,21,95,0.0
2016-07-27,71.04211518324607,0.02594876168224299,17.399,27.9,62,84,69,21,84,0.0
2016-07-28,85.23842408376963,0.030215271028037383,17.359947368421054,28.147368421052633,62,85,84,25,85,0.0
2016-07-29,97.74702617801047,0.023034481308411216,19.226,43.74,66,121,97,19,121,0.0
2016-07-30,35.593528795811515,0.03359583644859813,14.6,27.394,56,83,33,28,83,0.0
2016-07-31,47.69034031413613,0.030704869158878507,13.06035578144854,16.791,53,61,44,25,61,0.0
2016-08-01,96.81029842931937,0.023244308411214953,37.717,56.808,106,152,96,19,152,0.0
2016-08-02,75.4453717277487,0.023873794392523365,26.411,35.8,81,101,73,19,101,0.0
2016-08-03,78.90214136125655,0.028000415887850467,19.109,35.0,66,99,77,24,99,0.0
2016-08-04,74.93045026178011,0.029958813084112145,19.303,44.3,66,122,72,25,122,0.0
2016-08-05,80.32324607329842,0.039890686915887846,17.363,29.1,62,87,79,33,87,0.0
2016-08-06,74.44356020942408,0.0358340046728972,15.908,30.9,59,90,72,30,90,0.0
2016-08-07,55.60443455497383,0.0349713785046729,16.0,30.8,59,90,52,29,90,0.0
2016-08-08,39.35569633507854,0.029818929906542058,15.085260482846252,31.64,57,92,37,25,92,0.0
2016-08-09,37.789146596858636,0.03152086915887851,17.733,45.475,63,125,35,26,125,0.0
2016-08-10,60.18417277486911,0.031217785046728973,19.477,34.0,66,97,57,26,97,0.0
2016-08-11,58.36704712041885,0.02378053738317757,17.83,49.203,63,135,55,19,135,0.0
2016-08-12,106.44689528795811,0.03730280373831776,22.167,42.075,72,117,102,31,117,0.0
2016-08-13,60.609230366492156,0.032546696261682245,18.198,24.0,64,76,57,27,76,0.0
2016-08-14,57.83059685863875,0.032756523364485986,16.603939008894535,22.8,60,74,54,27,74,0.0
2016-08-15,73.26777486910996,0.03457503738317757,16.85705209656925,201.309,61,251,71,29,251,0.0
2016-08-16,73.16313612565446,0.041522682242990654,18.295,36.315,64,103,71,35,103,0.0
2016-08-17,90.07424607329843,0.05380929439252336,28.3,41.4,85,115,89,45,115,0.0
2016-08-18,88.72623036649215,0.04868015887850467,21.3,43.2,70,120,87,41,120,0.0
2016-08-19,71.42862303664923,0.038546228971962616,37.4,51.3,105,140,69,32,140,0.0
2016-08-20,49.75453926701571,0.032546696261682245,15.569,43.64,58,121,46,27,121,0.0
2016-08-21,54.506,0.03380566822429907,15.375,24.7,58,77,51,28,77,0.0
2016-08-22,71.91926178010472,0.03240681308411215,19.127,63.9,66,155,69,27,155,0.0
2016-08-23,93.59584816753927,0.04898324299065421,18.2,32.1,64,93,93,41,93,0.0
2016-08-24,125.41268586387434,0.06956972897196262,26.2,48.523,80,133,106,80,133,0.0
2016-08-25,53.53523036649215,0.05145455607476636,37.867,56.056,107,151,50,43,151,0.0
2016-08-26,81.84248167539268,0.041761420560747664,40.0,45.1,112,125,80,35,125,0.0
2016-08-27,68.48051832460733,0.045556051401869156,44.2,72.53,122,160,66,38,160,0.0
2016-08-28,55.834989528795816,0.03696085981308411,38.4,51.6,108,141,52,31,141,0.0
2016-08-29,67.28870680628273,0.04142942523364486,44.1,57.54,122,152,65,35,152,0.0
2016-08-30,106.34201047120419,0.049075102803738314,40.0,48.305,112,133,102,42,133,0.0
2016-08-31,95.74365445026179,0.02698228504672897,24.871,64.5,78,156,95,22,156,0.0
2016-09-01,98.3262827225131,0.03466829439252336,20.822,54.3,69,147,98,29,147,0.0
2016-09-02,78.8956335078534,0.023034481308411216,24.1,41.4,76,115,77,19,115,0.0
2016-09-03,64.32859162303666,0.026368420560747664,15.231,28.6,58,86,62,22,86,0.0
2016-09-04,45.81313612565445,0.026508303738317758,12.6,45.9,52,126,42,22,126,0.0
2016-09-05,85.8321989528796,0.023034481308411216,25.2,35.2,78,100,84,19,100,0.0
2016-09-06,103.09976963350786,0.023034481308411216,23.69,37.7,75,106,101,19,106,0.0
2016-09-07,102.58735078534032,0.04965935981308411,24.653,31.7,77,92,101,42,101,0.0
2016-09-08,89.72328795811518,0.03180064018691589,30.2,40.5,89,113,88,26,113,0.0
2016-09-09,89.63642408376964,0.02643836448598131,19.742,36.724,67,104,88,22,104,0.0
2016-09-10,75.4809162303665,0.023034481308411216,17.797,31.44,63,92,73,19,92,0.0
2016-09-11,90.9974502617801,0.03576406542056075,15.777,27.6,59,84,89,30,89,0.0
2016-09-12,92.65186387434555,0.028093672897196262,22.415,38.8,73,109,91,24,109,0.0
2016-09-13,131.87713612565446,0.06280859813084112,36.7,55.4,104,150,107,58,150,0.0
2016-09-14,81.66174869109948,0.04856358878504673,40.5,61.228,113,154,80,41,154,0.0
2016-09-15,146.79313612565446,0.06261065887850467,41.035,58.8,115,153,110,58,153,0.0
2016-09-16,43.30110471204189,0.0360593785046729,18.0,32.449,63,94,41,31,94,0.0
2016-09-17,29.433973821989532,0.023034481308411216,13.6,26.549,54,81,27,19,81,0.0
2016-09-18,46.460984293193725,0.03730280373831776,20.8,27.574,69,83,43,31,83,0.0
2016-09-19,48.61229319371728,0.024876308411214954,25.4,37.7,79,106,45,20,106,0.0
2016-09-20,40.75001570680629,0.023034481308411216,18.643,28.3,65,85,38,19,85,0.0
2016-09-21,120.57110994764398,0.0431779953271028,33.827,45.7,97,126,105,36,126,0.0
2016-09-22,102.03062303664922,0.02524156542056075,31.5,43.2,92,120,101,21,120,0.0
2016-09-23,113.38095811518325,0.035577551401869155,21.43,38.4,71,108,103,30,108,0.0
2016-09-24,83.68589528795812,0.04492656542056075,22.584,36.318,73,103,82,37,103,0.0
2016-09-25,78.69386910994766,0.03590394859813084,16.7,96.0,60,172,77,30,172,0.0
2016-09-26,84.49620418848168,0.02567785046728972,21.719,110.6,71,179,83,21,179,0.0
2016-09-27,82.89961780104711,0.025938271028037384,21.815,31.1,71,91,81,21,91,0.0
2016-09-28,95.9471727748691,0.023034481308411216,24.698,51.373,77,140,95,19,140,0.0
2016-09-29,88.57103141361257,0.028979616822429905,19.316,39.4,66,110,87,24,110,0.0
2016-09-30,93.32124083769634,0.027464191588785047,19.797,44.2,67,122,93,23,122,0.0
2016-10-01,77.01267015706807,0.027347616822429907,15.856,27.3,59,83,76,23,83,0.0
2016-10-02,51.89233507853404,0.028256873831775702,20.9,31.232,69,91,48,24,91,0.0
2016-10-03,71.50496858638743,0.029958813084112145,30.3,48.561,89,133,69,25,133,0.0
2016-10-04,66.56826701570681,0.025226023364485983,24.794,42.4,77,118,64,21,118,0.0
2016-10-05,79.6829109947644,0.028373443925233645,14.319,31.2,56,91,78,24,91,0.0
2016-10-06,91.06178534031415,0.02849491121495327,11.82,29.199,49,87,90,24,90,0.0
2016-10-07,58.6399057591623,0.023034481308411216,15.472,40.1,58,112,55,19,112,0.0
2016-10-08,34.7784607329843,0.028699845794392526,12.3,30.624,51,90,32,24,90,0.0
2016-10-09,38.17540314136126,0.02760407476635514,11.8,18.216,49,64,36,23,64,0.0
2016-10-10,38.20243979057592,0.026080878504672896,13.7,22.4,54,72,36,22,72,0.0
2016-10-11,70.97027225130891,0.023034481308411216,21.8,30.824,71,90,68,19,90,0.0
2016-10-12,40.97281151832461,0.023034481308411216,19.3,35.5,66,101,38,19,101,0.0
2016-10-13,62.92625654450262,0.023034481308411216,19.7,37.1,67,105,60,19,105,0.0
2016-10-14,76.47596858638744,0.023034481308411216,24.7,41.815,77,117,74,19,117,0.0
2016-10-15,76.68699476439791,0.03297824299065421,28.35,45.473,85,125,74,27,125,0.0
2016-10-16,68.98167015706807,0.03019195794392523,28.0,35.1,84,99,66,25,99,0.0
2016-10-17,96.7975340314136,0.030288242990654204,23.064,44.7,74,124,96,25,124,0.0
2016-10-18,98.87249738219896,0.02960910280373832,15.664,34.3,58,97,98,25,98,0.0
2016-10-19,52.06731413612566,0.02545916355140187,11.13599272791147,17.9,46,63,49,21,63,0.0
2016-10-20,69.29508376963351,0.02445664953271028,13.3,25.2,54,78,67,20,78,0.0
2016-10-21,38.801219895287964,0.023034481308411216,16.2,26.757,59,82,36,19,82,0.0
2016-10-22,44.94099476439791,0.0232676261682243,16.2,30.215,59,89,42,19,89,0.0
2016-10-23,52.51764921465969,0.023034481308411216,24.5,34.282,77,97,49,19,97,0.0
2016-10-24,59.7258219895288,0.023034481308411216,28.8,51.781,86,141,56,19,141,0.0
2016-10-25,62.84815706806283,0.023034481308411216,45.7,64.1,126,155,60,19,155,0.0
2016-10-26,103.69079581151833,0.02506282242990654,36.998,54.9,104,149,101,21,149,0.0
2016-10-27,108.60772251308902,0.026111962616822432,31.136,43.7,91,121,102,22,121,0.0
2016-10-28,90.06297905759162,0.030774813084112146,30.848,42.0,90,117,89,25,117,0.0
2016-10-29,70.29814136125655,0.023034481308411216,89.6,102.3,169,175,68,19,175,0.0
2016-10-30,55.05772251308901,0.023034481308411216,193.619,223.978,244,274,52,19,274,0.0
2016-10-31,77.91985863874346,0.023034481308411216,100.335,114.558,174,181,76,19,181,0.0
2016-11-01,102.91102617801047,0.023034481308411216,72.8,120.9,160,185,101,19,185,0.0
2016-11-02,72.0634502617801,0.023034481308411216,36.1,47.7,102,131,70,19,131,0.0
2016-11-03,101.75726701570682,0.023034481308411216,41.804,102.56,117,175,101,19,175,0.0
2016-11-04,111.05942408376964,0.023034481308411216,32.674,40.656,94,114,103,19,114,0.0
2016-11-05,84.57221989528796,0.026601560747663552,57.6,57.031,152,152,83,22,152,0.0
2016-11-06,30.93743979057592,0.023034481308411216,43.2,45.6,120,126,28,19,126,0.0
2016-11-07,49.27340837696335,0.026205219626168223,17.137,31.44,62,92,46,22,92,0.0
2016-11-08,114.25885863874346,0.023034481308411216,31.809,38.428,92,108,103,19,108,0.0
2016-11-09,73.49732460732984,0.023034481308411216,17.778,32.048,63,93,71,19,93,0.0
2016-11-10,110.34424083769633,0.023034481308411216,25.851,48.9,80,134,103,19,134,0.0
2016-11-11,154.2403717277487,0.023034481308411216,35.845,65.2,102,156,111,19,156,0.0
2016-11-12,71.6469057591623,0.023034481308411216,27.1,30.855,83,90,69,19,90,0.0
2016-11-13,67.32200523560209,0.023044504672897197,40.618,47.845,114,131,65,19,131,0.0
2016-11-14,107.75235078534033,0.023034481308411216,37.2,47.1,105,130,102,19,130,0.0
2016-11-15,95.78721465968586,0.023034481308411216,30.079,49.2,89,135,95,19,135,0.0
2016-11-16,101.10541361256546,0.026453906542056073,22.968,43.4,74,120,101,22,120,0.0
2016-11-17,106.78984293193719,0.03280338785046729,22.776,44.1,73,122,102,27,122,0.0
2016-11-18,114.61282198952881,0.03332383644859813,23.641,41.7,75,116,103,28,116,0.0
2016-11-19,87.21826178010473,0.02626467289719626,19.028,34.4,66,98,86,22,98,0.0
2016-11-20,93.9760942408377,0.03299992523364486,22.0,28.3,72,85,93,27,93,0.0
2016-11-21,96.67787434554974,0.04010750934579439,25.8,52.0,80,142,96,34,142,0.0
2016-11-22,99.82498952879581,0.03315309813084112,19.7,45.1,67,125,99,28,125,0.0
2016-11-23,51.40819895287959,0.023034481308411216,22.3,38.8,72,109,48,19,109,0.0
2016-11-24,32.77784816753927,0.029019948598130844,11.8,40.39,49,113,30,25,113,0.0
2016-11-25,37.921821989528794,0.029522602803738317,13.5,34.2,54,97,35,25,97,0.0
2016-11-26,52.99502617801048,0.023034481308411216,27.1,37.132,83,105,49,19,105,0.0
2016-11-27,40.82712041884817,0.03289057943925234,21.5,35.707,71,101,38,27,101,0.0
2016-11-28,72.88677486910996,0.03192863551401869,17.01,48.958,61,134,70,26,134,0.0
2016-11-29,103.44271727748692,0.023034481308411216,89.2,123.395,168,186,101,19,186,0.0
2016-11-30,146.1007329842932,0.023034481308411216,97.0,115.9,172,182,110,19,182,0.0
2016-12-01,106.51273298429321,0.023034481308411216,63.6,92.0,155,170,102,19,170,0.0
2016-12-02,72.26746596858638,0.023034481308411216,45.1,108.537,125,178,70,19,178,0.0
2016-12-03,81.96864921465969,0.030113154205607475,21.7,45.323,71,125,80,25,125,0.0
2016-12-04,71.87295287958116,0.023946303738317756,31.7,72.855,92,160,69,19,160,0.0
2016-12-05,76.03539267015707,0.023034481308411216,63.3,147.0,155,198,74,19,198,0.0
2016-12-06,102.82441361256545,0.023034481308411216,69.5,116.7,158,183,101,19,183,0.0
2016-12-07,97.60458638743455,0.023034481308411216,42.476,97.8,118,173,97,19,173,0.0
2016-12-08,91.36142931937172,0.023318448598130842,38.92,48.3,109,132,90,19,132,0.0
2016-12-09,95.66004712041885,0.023034481308411216,37.383,58.6,105,153,95,19,153,0.0
2016-12-10,71.72200523560211,0.031007957943925232,33.635,48.4,96,133,69,26,133,0.0
2016-12-11,81.79367015706806,0.023034481308411216,31.905,48.3,93,132,80,19,132,0.0
2016-12-12,87.87286910994764,0.023143359813084113,23.833,38.757,76,109,86,19,109,0.0
2016-12-13,93.6631832460733,0.023034481308411216,33.923,50.0,97,137,93,19,137,0.0
2016-12-14,87.23703664921466,0.023034481308411216,32.0,73.9,93,161,86,19,161,0.0
2016-12-15,89.64192670157068,0.023034481308411216,37.8,56.0,106,151,88,19,151,0.0
2016-12-16,80.86019895287959,0.023034481308411216,46.2,64.189,127,155,79,19,155,0.0
2016-12-17,83.1016282722513,0.023034481308411216,49.6,64.0,136,155,82,19,155,0.0
2016-12-18,52.80252356020942,0.023034481308411216,44.2,48.731,122,134,49,19,134,0.0
2016-12-19,52.00523036649215,0.023034481308411216,50.9,57.3,139,152,49,19,152,0.0
2016-12-20,70.0650890052356,0.023034481308411216,44.7,49.9,124,136,68,19,136,0.0
2016-12-21,97.02407853403142,0.029691630841121495,36.8,64.0,104,155,97,25,155,0.0
2016-12-22,105.68289528795812,0.0249427523364486,28.2,54.8,85,148,102,20,148,0.0
2016-12-23,67.73404188481675,0.030766420560747666,16.9,39.773,61,111,65,25,111,0.0
2016-12-24,52.79801570680629,0.0341553785046729,17.1,41.0,62,115,49,29,115,0.0
2016-12-25,31.487495590548047,0.03585732242990654,11.626273142455647,37.948,48,107,29,30,107,0.0
2016-12-26,75.201554973822,0.03452514485981308,23.4,61.956,75,154,73,29,154,0.0
2016-12-27,93.97784816753928,0.023034481308411216,104.7,131.124,176,190,93,19,190,0.0
2016-12-28,82.47848167539267,0.023034481308411216,121.8,116.199,185,182,81,19,185,0.0
2016-12-29,90.5443612565445,0.023034481308411216,69.9,77.174,158,162,89,19,162,0.0
2016-12-30,72.80166492146597,0.023034481308411216,65.6,67.449,156,157,70,19,157,0.0
2016-12-31,55.023178010471206,0.023034481308411216,36.0,45.8,102,126,52,19,126,0.0
2017-01-01,52.318141361256544,0.03387560747663551,33.6,51.8,96,141,49,28,141,0.0
2017-01-02,53.731235602094245,0.027759504672897197,27.0,35.6,82,101,50,23,101,0.0
2017-01-03,82.00594764397906,0.02392042523364486,24.6,40.0,77,112,81,19,112,0.0
2017-01-04,52.55920418848168,0.02758076168224299,13.4,52.19,54,142,49,23,142,0.0
2017-01-05,85.83294764397907,0.023034481308411216,71.8,82.298,159,165,84,19,165,0.0
2017-01-06,97.65740837696336,0.02333383644859813,76.0,89.4,162,169,97,19,169,0.0
2017-01-07,51.886827225130894,0.0231846261682243,29.2,34.6,87,98,48,19,98,0.0
2017-01-08,77.88906806282723,0.023034481308411216,28.8,36.9,86,104,76,19,104,0.0
2017-01-09,97.73801047120419,0.026567757009345792,23.1,31.5,74,92,97,22,97,0.0
2017-01-10,83.12941361256544,0.023034481308411216,24.7,56.3,77,151,82,19,151,0.0
2017-01-11,78.74768586387435,0.037447121495327106,19.2,38.1,66,107,77,31,107,0.0
2017-01-12,84.08065968586388,0.0299355,21.6,42.9,71,119,83,25,119,0.0
2017-01-13,82.54114659685865,0.031925602803738316,12.5,22.482,52,73,81,26,81,0.0
2017-01-14,62.80359685863875,0.028777714953271027,31.4,38.172,91,107,60,24,107,0.0
2017-01-15,66.53021989528796,0.023034481308411216,23.0,34.547,74,98,64,19,98,0.0
2017-01-16,95.92013612565445,0.023034481308411216,28.9,34.2,86,97,95,19,97,0.0
2017-01-17,86.10705759162305,0.023034481308411216,52.7,64.6,143,156,85,19,156,0.0
2017-01-18,103.27224607329843,0.023034481308411216,55.3,84.32,150,166,101,19,166,0.0
2017-01-19,65.24203141361257,0.023034481308411216,99.048,135.128,173,192,63,19,192,0.0
2017-01-20,72.11276439790576,0.023034481308411216,36.6,73.347,104,160,70,19,160,0.0
2017-01-21,82.0001884816754,0.023034481308411216,63.0,94.4,155,171,81,19,171,0.0
2017-01-22,98.80140314136126,0.023034481308411216,130.8,202.7,190,253,98,19,253,0.0
2017-01-23,122.47434554973822,0.023034481308411216,143.3,149.546,196,200,105,19,200,0.0
2017-01-24,131.177722513089,0.023034481308411216,93.9,97.13,171,172,107,19,172,0.0
2017-01-25,84.70622513089006,0.023034481308411216,68.3,66.40248148148147,158,157,83,19,158,0.0
2017-01-26,87.78525130890053,0.023034481308411216,76.1,99.9,162,174,86,19,174,0.0
2017-01-27,75.9209947643979,0.023034481308411216,68.633,82.7,158,165,73,19,165,0.0
2017-01-28,81.52932460732985,0.03355830373831775,24.084158415841582,49.3,76,135,80,28,135,0.0
2017-01-29,63.136282722513094,0.03487649065420561,21.446534653465346,26.5,71,81,61,29,81,0.0
2017-01-30,72.27547643979057,0.023034481308411216,23.6,45.247,75,125,70,19,125,0.0
2017-01-31,71.56104188481676,0.023034481308411216,34.0,67.84,97,157,69,19,157,0.0
2017-02-01,83.65810471204189,0.025323939252336447,24.6,31.8,77,92,82,21,92,0.0
2017-02-02,76.60413612565445,0.032593327102803736,22.2,39.165,72,110,74,27,110,0.0
2017-02-03,80.61137696335078,0.037349434579439254,15.590322580645163,39.373,58,110,79,31,110,0.0
2017-02-04,92.21328795811517,0.03173846728971963,24.4,35.8,77,101,91,26,101,0.0
2017-02-05,60.84386910994764,0.03186281308411215,27.2,31.64,83,92,57,26,92,0.0
2017-02-06,88.93100000000001,0.02893298598130841,50.2,83.9,137,166,87,24,166,0.0
2017-02-07,80.80587958115183,0.034038808411214955,35.44262962962963,46.4,100,128,79,29,128,0.0
2017-02-08,43.59273298429319,0.023034481308411216,38.3,56.664,108,152,41,19,152,0.0
2017-02-09,45.340015706806284,0.02429345327102804,57.49,64.08,152,155,42,20,155,0.0
2017-02-10,53.548748691099476,0.024386242990654207,65.3,76.474,156,162,50,20,162,0.0
2017-02-11,37.61022893317143,0.024628556074766356,64.684,65.067,156,156,35,20,156,0.0
2017-02-12,48.62205759162303,0.023034481308411216,59.2,72.7,153,160,45,19,160,0.0
2017-02-13,54.61414136125655,0.023034481308411216,69.4,77.6,158,162,51,19,162,0.0
2017-02-14,72.75285340314137,0.023034481308411216,43.4,73.5,120,160,70,19,160,0.0
2017-02-15,83.00675392670158,0.026811392523364484,35.0,53.8,99,146,82,22,146,0.0
2017-02-16,103.45698952879582,0.027184420560747664,26.4,59.3,81,153,101,23,153,0.0
2017-02-17,92.11115706806284,0.02695127570093458,32.6,60.4,94,153,91,22,153,0.0
2017-02-18,73.1666439790576,0.031684070093457944,39.1,54.3,110,147,71,26,147,0.0
2017-02-19,71.102445026178,0.03110121495327103,34.8,41.5,99,116,69,26,116,0.0
2017-02-20,73.19442931937172,0.023873794392523365,23.2,39.3,74,110,71,19,110,0.0
2017-02-21,82.98648167539267,0.03191721028037383,21.7,38.6,71,109,81,26,109,0.0
2017-02-22,88.20229842931937,0.03648680373831776,18.2,28.6,64,86,87,31,87,0.0
2017-02-23,65.61777486910995,0.038864859813084116,15.3,44.1,58,122,63,32,122,0.0
2017-02-24,97.05787434554973,0.03699971962616822,27.9,44.2,84,122,97,31,122,0.0
2017-02-25,64.27902617801048,0.03809549065420561,16.9,37.1,61,105,62,32,105,0.0
2017-02-26,54.084450261780106,0.03923788785046729,13.2,25.5,53,79,51,33,79,0.0
2017-02-27,90.80545026178011,0.042027827102803735,19.7,26.1,67,80,89,36,89,0.0
2017-02-28,90.53209424083771,0.034551724299065424,19.6,34.7,67,99,89,29,99,0.0
2017-03-01,101.56826701570681,0.03711628971962617,21.5,55.8,71,151,101,31,151,0.0
2017-03-02,97.47491623036649,0.04212885514018692,21.7,42.5,71,118,97,36,118,0.0
2017-03-03,85.09924083769633,0.029818929906542058,30.1,49.9,89,136,84,25,136,0.0
2017-03-04,67.51525654450262,0.038351943925233646,17.6,37.8,63,106,65,32,106,0.0
2017-03-05,68.05571204188482,0.03783903271028038,16.3,28.1,60,85,66,31,85,0.0
2017-03-06,71.90699476439792,0.03380566822429907,17.7,34.9,63,99,69,28,99,0.0
2017-03-07,103.49403664921466,0.03347926635514019,23.0,39.2,74,110,101,28,110,0.0
2017-03-08,84.00356020942408,0.03354921028037383,25.6,46.3,79,127,83,28,127,0.0
2017-03-09,68.52632460732984,0.039424401869158875,20.1,60.323,68,153,66,33,153,0.0
2017-03-10,84.78558115183246,0.024363392523364485,29.5,38.2,88,108,83,20,108,0.0
2017-03-11,76.44793193717277,0.02846670093457944,33.5,45.6,96,126,74,24,126,0.0
2017-03-12,48.09386910994765,0.025855504672897194,40.3,44.7,113,124,45,21,124,0.0
2017-03-13,74.19798952879582,0.03571743457943925,23.1,39.4,74,110,72,30,110,0.0
2017-03-14,76.1728219895288,0.02942258878504673,24.6,36.524,77,103,74,25,103,0.0
2017-03-15,92.52194240837697,0.026718135514018693,36.3,49.0,103,134,91,22,134,0.0
2017-03-16,83.9539947643979,0.03072818691588785,47.5,65.5,131,156,82,25,156,0.0
2017-03-17,82.9421727748691,0.03602051869158879,23.4,35.2,75,100,81,31,100,0.0
2017-03-18,63.974628272251316,0.034505093457943926,15.9,28.2,59,85,61,29,85,0.0
2017-03-19,54.213869109947645,0.03730280373831776,15.0,30.4,57,89,51,31,89,0.0
2017-03-20,78.62052356020942,0.03471492056074766,18.0,40.6,63,114,77,29,114,0.0
2017-03-21,97.89296335078535,0.03765251869158879,16.6,36.1,60,102,97,31,102,0.0
2017-03-22,92.12467539267017,0.03667331775700935,17.5,38.348,62,108,91,31,108,0.0
2017-03-23,47.47480628272251,0.03303629439252337,32.2,42.703,93,119,44,28,119,0.0
2017-03-24,48.86813089005236,0.03541435046728972,44.3,54.631,122,148,45,30,148,0.0
2017-03-25,33.5360890052356,0.04224542523364486,24.6,35.49,77,100,31,36,100,0.0
2017-03-26,48.24757068062828,0.037232859813084114,17.8,25.0,63,78,45,31,78,0.0
2017-03-27,74.3339162303665,0.03180064018691589,59.2,73.1,153,160,72,26,160,0.0
2017-03-28,84.82938743455499,0.041592626168224296,62.7,77.6,155,162,83,35,162,0.0
2017-03-29,86.88732984293195,0.04024040186915888,22.8,35.3,74,100,85,34,100,0.0
2017-03-30,95.98496858638744,0.04781753271028037,23.1,47.3,74,130,95,40,130,0.0
2017-03-31,92.82834554973823,0.04434371028037383,28.8,32.8,86,94,91,37,94,0.0
2017-04-01,77.26625130890054,0.04301479439252336,27.2,29.6,83,88,76,36,88,0.0
2017-04-02,54.12742408376964,0.03954097196261682,33.6,44.048,96,122,51,33,122,0.0
2017-04-03,79.7327277486911,0.04203559813084112,43.2,71.798,120,159,78,36,159,0.0
2017-04-04,65.02825654450263,0.031707383177570096,24.8,44.2,78,122,63,26,122,0.0
2017-04-05,50.72005235602094,0.03739606074766355,20.2,26.918,68,82,47,31,82,0.0
2017-04-06,76.51176439790576,0.038468518691588786,29.21,49.413,87,135,74,32,135,0.0
2017-04-07,58.433382198952884,0.03940108878504673,52.9,48.84,144,134,55,33,144,0.0
2017-04-08,85.82794240837696,0.048097303738317755,49.7,85.955,136,167,84,41,167,0.0
2017-04-09,69.30259162303666,0.04944952803738318,58.158,97.9,152,173,67,42,173,0.0
2017-04-10,42.675785340314135,0.042494112149532706,19.7,28.07,67,84,40,36,84,0.0
2017-04-11,74.82856544502619,0.0407766261682243,23.0,49.903,74,136,72,34,136,0.0
2017-04-12,77.46401047120419,0.04180245327102804,20.9,51.13,69,139,76,35,139,0.0
2017-04-13,47.54815706806283,0.03842188785046729,12.423893518355875,25.585,52,79,44,32,79,0.0
2017-04-14,68.69179581151833,0.03438852336448599,14.8,27.7,57,84,66,29,84,0.0
2017-04-15,33.684031413612566,0.043993995327102804,12.438528754610926,24.86,52,78,31,36,78,0.0
2017-04-16,42.05647643979058,0.038864859813084116,14.0,24.516,55,77,40,32,77,0.0
2017-04-17,53.50744502617801,0.0389581168224299,12.453163990865976,31.8,52,92,50,32,92,0.0
2017-04-18,39.59050261780104,0.042828280373831774,12.4604816089935,36.632,52,104,37,36,104,0.0
2017-04-19,75.25086910994766,0.040683369158878505,17.5,32.9,62,95,73,34,95,0.0
2017-04-20,93.99486910994766,0.04044245794392523,32.1,43.7,93,121,93,34,121,0.0
2017-04-21,58.82815183246074,0.031031271028037384,28.9,37.07,86,105,55,26,105,0.0
2017-04-22,52.13615183246073,0.039494345794392524,15.3,26.388,58,81,49,33,81,0.0
2017-04-23,62.82112041884817,0.042758341121495326,27.3,46.1,83,127,60,36,127,0.0
2017-04-24,75.36351308900524,0.03772246261682243,26.2,46.3,80,127,73,31,127,0.0
2017-04-25,38.547890052356024,0.03727171962616823,12.511704935886176,18.57,52,64,36,31,64,0.0
2017-04-26,52.9577277486911,0.032989668224299065,17.74,27.779,63,84,49,27,84,0.0
2017-04-27,83.83934554973823,0.03718623364485982,23.1,35.9,74,102,82,31,102,0.0
2017-04-28,76.44893193717277,0.032057098130841115,23.6,34.2,75,97,74,27,97,0.0
2017-04-29,80.67671204188483,0.042431939252336445,23.0,31.0,74,91,79,36,91,0.0
2017-04-30,66.25110471204188,0.04669844859813084,25.4,36.7,79,104,64,39,104,0.0
2017-05-01,59.83796858638744,0.036719948598130846,12.555610644651326,19.5,52,67,56,31,67,0.0
2017-05-02,42.931617801047125,0.038328630841121494,44.0,50.356,122,137,40,32,137,0.0
2017-05-03,43.41525130890052,0.04038028504672897,32.2,48.033,93,132,41,34,132,0.0
2017-05-04,42.157109947643974,0.036626691588785044,29.913,47.526,88,131,40,31,131,0.0
2017-05-05,72.3966387434555,0.04063674299065421,18.5,32.857,64,95,70,34,95,0.0
2017-05-06,28.438926701570683,0.03602051869158879,82.9,42.013,165,117,26,31,165,0.0
2017-05-07,40.424340314136124,0.04557936448598131,37.6,41.17,106,115,38,38,115,0.0
2017-05-08,45.119727748691105,0.039424401869158875,16.2,39.8,59,111,42,33,111,0.0
2017-05-09,53.19078010471205,0.03826645794392523,26.897,54.793,82,148,50,32,148,0.0
2017-05-10,99.58592670157068,0.038328630841121494,22.3,45.51,72,126,99,32,126,0.0
2017-05-11,104.80149738219896,0.04471673831775701,53.6,69.4,146,158,102,37,158,0.0
2017-05-12,95.47405235602093,0.042501883177570095,52.5,69.281,143,158,95,36,158,0.0
2017-05-13,66.24083769633508,0.04499650934579439,23.3,46.1,75,127,64,37,127,0.0
